,Message
14633,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
14634,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
14635,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
14638,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
14639,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
14642,He chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
14643,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
14644,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
14645,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
14646,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
14648,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
14649,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
14650,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
14651,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
14652,I made it home babe
14653,I'm very happy for you babe ! Woo hoo party on dude!
14654,Lol ... I knew that .... I saw him in the dollar store
14657,"Hey babe, my friend had to cancel, still up for a visit ?"
14659,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
14661,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
14662,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
14665,"Geeeee ... Your internet is really bad today, eh ?"
14666,Where are you ? You said you would be here when I woke ... :-(
14667,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
14668,I sent you <#> bucks
14669,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
14670,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
14671,"Tick, tick, tick ... Babe"
14672,Hey buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
14673,Np love ya
14674,"Oh, then your phone phoned me but it disconnected"
14675,My battery is low babe
14677,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost <#> bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
14679,Thanks babe
14681,I'm really not up to it still tonight babe
14682,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
14683,Wherre's my boytoy ? :-(
14684,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
14685,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
14686,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
14687,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
14689,"Babe, I need your advice"
14690,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
14691,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
14693,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
14694,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
14698,Babe ? I lost you ... Will you try rebooting ?
14699,"Tick, tick, tick ..."
14700,You know there is. I shall speak to you in <#> minutes then
14701,"Come to me right now, Ahmad"
14703,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
14704,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
14705,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
14707,I miss you
14708,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
14709,I love you both too :-)
14711,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
14712,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
14713,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
14715,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
14716,Do you always celebrate NY's with your family ?
14717,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
14718,"Lol, oh you got a friend for the dog ?"
14719,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
14720,Are you at work right now ?
14721,"I'm not sure, I was just checking out what was happening around the area"
14722,Are you staying in town ?
14723,Are you plans with your family set in stone ?
14727,Just curious because my cuz asked what I was up to
14728,LOL ... Have you made plans for new years?
14729,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
14732,Lol .. Hmmm ... When?
14733,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
14734,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
14735,Hmm .. Bits and pieces lol ... *sighs* ...
14736,"Well, I meant as opposed to my drunken night of before"
14737,Much better now thanks lol
14738,"Hey, how's it going ?"
14739,"Ok, be careful ! Don't text and drive !"
14740,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
14741,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
