,Message,Label,Sentiment Label
458,Happy new years melody!,2,positive
459,Wat up choco,1,neutral
460,Oya,1,neutral
461,Oyea~,2,positive
462,Dont know supports and srt i thnk. I think ps3 can play through usb too,1,neutral
463,Oh wow thats gay. Will firmware update help,1,neutral
464,Ya but it cant display internal subs so i gotta extract them,1,neutral
465,External hdd,1,neutral
466,Via usb,1,neutral
467,Lol. Well quality aint bad at all so i aint complaining,0,negative
468,I dled 3d its very imp,1,neutral
469,Is avatar supposed to have subtoitles,1,neutral
470,Oya iSEE,1,neutral
471,Why the trip to sf?,1,neutral
472,Lol wtf nice,1,neutral
473,The new deus ex game comin early next yr,1,neutral
474,Well that must be a pain to catch,1,neutral
475,Wut.,0,negative
476,Well. Im computerless. Time to make some oreo truffles,1,neutral
477,Lol hf,2,positive
478,Its ok my arm is feeling weak cuz i got a shot so we can go another time,2,positive
479,So when do you wanna gym harri,1,neutral
480,Ya. Cd,1,neutral
481,O. Well uv causes mutations. Sunscreen is like essential thesedays,1,neutral
482,Thats gay.,1,neutral
483,Olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0,negative
484,Ugh hopefully the asus ppl dont randomly do a reformat.,0,negative
485,Dont gimme that lip caveboy,0,negative
486,Perhaps,1,neutral
487,Haha i think i did too,2,positive
488,Yeah we do totes. When u wanna?,1,neutral
489,Wowimp,1,neutral
490,Merry christmas to u too annie!,2,positive
491,I guess so,1,neutral
492,Oh alright,1,neutral
493,Ya it came a while ago,1,neutral
494,Guess he wants alone time. We could just show up and watch when they do..,1,neutral
495,O we cant see if we can join denis and mina? Or does denis want alone time,1,neutral
496,Good idear,1,neutral
497,When u wana see it then,1,neutral
498,Same. Wana plan a trip sometme then,1,neutral
499,Poo. Time to save up $ <#> for a spoiler.,0,negative
500,Its just decorative,1,neutral
501,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,2,positive
502,Ya even those cookies have jelly on them,1,neutral
503,Like 1,1,neutral
504,Yo we are watching a movie on netflix,1,neutral
505,Ic,1,neutral
506,Lol wtf random. Btw is that your lunch break,1,neutral
507,Sitting at home,1,neutral
508,Dude just saw a parked car with its sunroof popped up. Sux,1,neutral
509,Chadoin.,1,neutral
510,Well thats excitong,1,neutral
511,Oyea.,2,positive
512,Cdoin bro,1,neutral
513,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,negative
514,Hi mom we made it,2,positive
515,Oic,1,neutral
516,Ahoy.:S,2,positive
517,I see a cup of coffee animation,1,neutral
518,....photoshop makes my computer shut down.,0,negative
519,O im gonna eat first,1,neutral
520,Dont think so. It turns off like randomlly within 5min of opening,1,neutral
521,So u workin overtime nigpun?,1,neutral
522,Aaooooright are you at work?,1,neutral
523,Dude how do you like the buff wind.,1,neutral
524,Where's my boytoy? I miss you ... What happened?,0,negative
525,"Babe, I'm back ... Come back to me ...",0,negative
526,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",2,positive
527,Where are you lover ? I need you ...,1,neutral
528,Where's my loverboy?,1,neutral
529,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,2,positive
530,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",2,positive
531,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",2,positive
532,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0,negative
533,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",2,positive
534,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",1,neutral
535,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",2,positive
536,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,2,positive
537,"I just got home babe, are you still awake ?",1,neutral
538,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",1,neutral
539,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",2,positive
540,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",1,neutral
541,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,negative
542,"Could you not read me, my Love ? I answered you",0,negative
543,"Ta-Daaaaa! I am home babe, are you still up ?",1,neutral
544,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",2,positive
545,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",2,positive
546,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",2,positive
547,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0,negative
548,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",2,positive
549,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,negative
550,He chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0,negative
551,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0,negative
552,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",2,positive
553,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,2,positive
554,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,2,positive
555,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,negative
556,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,2,positive
557,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",2,positive
558,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",2,positive
559,I made it home babe,1,neutral
560,I'm very happy for you babe ! Woo hoo party on dude!,2,positive
561,Lol ... I knew that .... I saw him in the dollar store,1,neutral
562,"Hey babe, my friend had to cancel, still up for a visit ?",1,neutral
563,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",2,positive
564,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",2,positive
565,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,1,neutral
566,"Geeeee ... Your internet is really bad today, eh ?",0,negative
567,Where are you ? You said you would be here when I woke ... :-(,0,negative
568,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",2,positive
569,I sent you <#> bucks,1,neutral
570,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",2,positive
571,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0,negative
572,"Tick, tick, tick ... Babe",0,negative
573,Hey buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,2,positive
